sku,descricao,categoria,unidade,peso_kg,volume_m3,fornecedor_id,custo_unitario,consumo_medio_dia,lead_time,estoque_minimo,ponto_reposicao,estoque_maximo,criticidade,controla_validade,endereco_wms,vigencia_inicio,vigencia_fim,registro_ativo,versao,curva_abc
SKU-000121,Hidráulica Modi,Hidráulica,CX,36.59,1.517,FORN-00008,153.24,5.14,28,143,159,343,Baixa,False,W-08-07-029,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000122,Fixação Facere,Fixação,CX,37.79,1.168,FORN-00017,48.99,203.89,23,4689,5301,11825,Baixa,False,U-10-04-178,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000123,EPI Nihil,EPI,PR,32.25,1.991,FORN-00015,13.26,22.89,7,160,228,1144,Baixa,True,E-15-08-112,2026-06-07,2026-06-07 00:00:00,False,1,C
SKU-000123,EPI Nihil,EPI,PR,32.25,1.991,FORN-00015,13.48,22.89,7,160,228,1144,Baixa,True,E-15-08-112,2026-06-07,9999-12-31 00:00:00,True,2,C
SKU-000124,Construção Reprehenderit,Construção,SC,45.49,0.808,FORN-00032,169.72,19.59,24,470,528,1312,Baixa,True,Q-08-06-023,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000125,Ferramentas Illo,Ferramentas,CJ,18.76,0.963,FORN-00029,1626.58,0.58,27,15,17,35,Média,False,C-17-07-067,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000126,Hidráulica Nobis,Hidráulica,M,29.56,1.03,FORN-00004,248.86,25.78,29,747,824,1700,Média,False,N-27-06-091,2026-06-07,2026-06-07 00:00:00,False,1,A
SKU-000126,Hidráulica Nobis,Hidráulica,M,29.56,1.03,FORN-00004,255.92,25.78,29,747,824,1700,Média,False,N-27-06-091,2026-06-07,9999-12-31 00:00:00,True,2,A
SKU-000127,Construção Exercitationem,Construção,SC,40.57,1.262,FORN-00010,208.51,29.58,11,325,414,2099,Média,True,L-10-08-104,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000128,Construção Quos,Construção,M3,18.14,0.431,FORN-00021,160.25,43.32,32,1386,1516,3292,Média,True,C-27-05-195,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000129,Fixação Maxime,Fixação,CX,22.54,1.494,FORN-00039,28.96,272.53,17,4633,5450,16896,Baixa,False,U-03-08-066,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000130,Pintura Error,Pintura,LT,35.65,1.162,FORN-00021,280.4,14.98,29,434,479,1018,Baixa,True,O-26-06-033,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000131,Pintura Sequi,Pintura,LT,25.73,1.717,FORN-00005,558.52,4.79,20,95,110,377,Baixa,True,P-12-07-195,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000132,Elétrica Saepe,Elétrica,M,8.97,0.018,FORN-00044,411.89,20.73,11,228,290,1160,Média,False,O-17-05-005,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000133,Pintura Illo,Pintura,LT,0.14,1.465,FORN-00015,699.5,8.99,9,80,107,565,Média,True,N-02-01-130,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000134,Hidráulica Magni,Hidráulica,UN,22.23,1.901,FORN-00003,30.95,7.68,12,92,115,537,Baixa,False,N-27-05-144,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000135,Pintura Rerum,Pintura,LT,40.0,1.031,FORN-00043,340.9,6.88,10,68,89,295,Baixa,True,C-22-02-158,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000136,Hidráulica Aperiam,Hidráulica,UN,14.55,0.555,FORN-00033,82.64,15.91,31,493,540,1033,Média,False,W-03-01-064,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000137,Fixação Ea,Fixação,CX,22.33,0.83,FORN-00045,43.42,328.26,22,7221,8206,26916,Alta,False,A-08-08-146,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000138,Hidráulica Fugiat,Hidráulica,CX,34.58,1.043,FORN-00022,190.89,12.39,29,359,396,1065,Média,False,S-27-06-193,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000139,Ferramentas Porro,Ferramentas,CJ,48.53,1.688,FORN-00042,2064.03,0.55,17,9,11,29,Média,False,L-10-01-180,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000140,Fixação Commodi,Fixação,CX,40.44,0.032,FORN-00014,11.88,122.2,19,2321,2688,8186,Baixa,False,V-18-07-172,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000141,Hidráulica Velit,Hidráulica,M,7.39,1.768,FORN-00043,101.09,22.03,8,176,242,1475,Baixa,False,K-09-05-035,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000142,Hidráulica Distinctio,Hidráulica,CX,42.48,0.06,FORN-00020,194.08,5.07,30,152,167,334,Baixa,False,C-06-08-143,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000143,EPI Ut,EPI,UN,4.16,1.382,FORN-00024,57.33,16.4,6,98,147,770,Média,True,G-26-08-106,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000144,EPI Optio,EPI,PR,31.26,1.96,FORN-00049,39.18,28.47,22,626,711,2248,Baixa,True,Q-21-07-038,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000145,Construção Amet,Construção,M3,41.08,1.008,FORN-00013,107.75,43.64,18,785,916,2094,Média,True,P-27-01-023,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000146,EPI Exercitationem,EPI,CX,46.94,1.523,FORN-00022,92.84,18.74,29,543,599,1123,Baixa,True,L-02-04-064,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000147,Ferramentas Esse,Ferramentas,CJ,11.66,0.288,FORN-00030,869.93,1.25,11,13,17,69,Baixa,False,T-04-08-027,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000148,Fixação At,Fixação,CX,7.1,0.036,FORN-00040,24.35,293.92,14,4114,4996,17928,Baixa,False,S-20-04-080,2026-06-07,2026-06-07 00:00:00,False,1,A
SKU-000148,Fixação At,Fixação,CX,7.1,0.036,FORN-00040,23.53,293.92,14,4114,4996,17928,Baixa,False,S-20-04-080,2026-06-07,9999-12-31 00:00:00,True,2,A
SKU-000149,Hidráulica Sapiente,Hidráulica,M,38.37,1.273,FORN-00017,49.18,37.96,24,911,1024,2543,Média,False,R-10-05-190,2026-06-07,2026-06-07 00:00:00,False,1,B
SKU-000149,Hidráulica Sapiente,Hidráulica,M,38.37,1.273,FORN-00017,48.87,37.96,24,911,1024,2543,Média,False,R-10-05-190,2026-06-07,9999-12-31 00:00:00,True,2,B
SKU-000150,Elétrica Facilis,Elétrica,RL,20.2,0.41,FORN-00038,204.52,73.42,9,660,881,3963,Média,False,N-28-07-123,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000151,Pintura Impedit,Pintura,GL,4.02,0.142,FORN-00025,428.68,18.39,29,533,588,1507,Baixa,True,S-15-03-172,2026-06-07,2026-06-07 00:00:00,False,1,A
SKU-000151,Pintura Impedit,Pintura,GL,4.02,0.142,FORN-00025,431.68,18.39,29,533,588,1507,Baixa,True,S-15-03-172,2026-06-07,9999-12-31 00:00:00,True,2,A
SKU-000152,Elétrica Neque,Elétrica,RL,32.88,1.91,FORN-00038,450.38,66.41,10,664,863,3851,Baixa,False,O-23-07-094,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000153,Ferramentas Quidem,Ferramentas,UN,45.54,0.897,FORN-00048,914.31,1.3,32,41,45,82,Média,False,A-24-08-035,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000154,Construção Quisquam,Construção,SC,30.26,1.958,FORN-00036,86.04,46.48,12,557,697,3252,Alta,True,J-21-04-053,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000155,Fixação Quasi,Fixação,CX,21.75,1.608,FORN-00026,21.6,342.75,18,6169,7197,26734,Baixa,False,Z-14-05-114,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000156,Pintura Ratione,Pintura,LT,17.63,1.534,FORN-00005,96.09,10.67,19,202,234,628,Média,True,J-29-07-107,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000157,Pintura Molestiae,Pintura,LT,19.96,0.579,FORN-00013,358.53,12.1,18,217,254,749,Baixa,True,O-18-05-178,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000158,Hidráulica Ratione,Hidráulica,CX,4.34,0.995,FORN-00025,89.6,12.31,31,381,418,1094,Média,False,Q-03-03-076,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000159,Construção Recusandae,Construção,M3,32.91,0.698,FORN-00047,58.3,34.46,28,964,1068,2239,Média,True,L-01-05-151,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000160,Elétrica Recusandae,Elétrica,UN,15.73,1.555,FORN-00042,254.49,66.94,12,803,1004,3145,Baixa,False,W-09-02-094,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000161,Fixação Quibusdam,Fixação,MIL,10.11,1.989,FORN-00020,7.51,177.85,26,4624,5157,12271,Média,False,D-10-03-155,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000162,EPI Ratione,EPI,PR,35.96,0.451,FORN-00042,84.25,6.26,17,106,125,331,Baixa,True,U-28-03-092,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000163,Hidráulica Minus,Hidráulica,CX,21.89,1.795,FORN-00025,148.88,11.46,31,355,389,824,Baixa,False,Z-10-01-008,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000164,Fixação Quisquam,Fixação,MIL,5.7,0.068,FORN-00040,38.39,486.24,13,6321,7779,28201,Baixa,False,I-15-03-095,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000165,Hidráulica Porro,Hidráulica,M,42.72,1.315,FORN-00005,224.87,13.35,21,280,320,747,Baixa,False,Y-17-08-141,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000166,EPI Ab,EPI,UN,48.49,1.936,FORN-00031,14.86,18.5,27,499,555,1109,Média,True,I-16-08-001,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000167,Hidráulica Magnam,Hidráulica,M,23.43,1.734,FORN-00008,210.18,16.9,29,490,540,1013,Média,False,R-12-03-171,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000168,Elétrica Atque,Elétrica,M,27.25,0.068,FORN-00046,214.89,47.9,24,1149,1293,3927,Baixa,False,L-17-08-183,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000169,Ferramentas Consequatur,Ferramentas,CJ,46.75,1.534,FORN-00012,2750.47,1.38,26,35,40,80,Baixa,False,K-29-01-184,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000170,EPI Laboriosam,EPI,CX,16.53,1.407,FORN-00025,119.27,16.18,28,453,501,1326,Média,True,K-24-08-098,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000171,Fixação Commodi,Fixação,CX,23.49,0.62,FORN-00007,43.5,256.8,35,8988,9758,23368,Média,False,W-16-05-150,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000172,Elétrica Architecto,Elétrica,RL,29.02,1.756,FORN-00036,34.81,17.62,16,281,334,932,Média,False,W-29-05-074,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000173,Construção Laudantium,Construção,KG,34.28,0.588,FORN-00046,58.69,29.18,23,671,758,1750,Baixa,True,B-06-06-150,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000174,Elétrica Fugit,Elétrica,UN,26.43,1.42,FORN-00038,438.32,95.37,8,762,1049,4386,Baixa,False,R-08-01-016,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000175,Fixação Earum,Fixação,CX,10.25,0.616,FORN-00030,41.2,271.57,15,4073,4888,13849,Baixa,False,R-28-04-189,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000176,Hidráulica Porro,Hidráulica,M,45.04,0.271,FORN-00025,145.23,31.78,28,889,985,2287,Baixa,False,F-30-08-044,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000177,Construção Voluptas,Construção,KG,10.28,0.756,FORN-00045,88.87,41.86,20,837,962,2218,Baixa,True,H-18-02-175,2026-06-07,2026-06-07 00:00:00,False,1,B
SKU-000177,Construção Voluptas,Construção,KG,10.28,0.756,FORN-00045,90.98,41.86,20,837,962,2218,Baixa,True,H-18-02-175,2026-06-07,9999-12-31 00:00:00,True,2,B
SKU-000178,Construção Corrupti,Construção,SC,40.78,0.442,FORN-00003,174.29,14.2,12,170,213,738,Média,True,A-20-04-067,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000179,Hidráulica Corporis,Hidráulica,UN,35.03,0.305,FORN-00030,26.03,21.33,12,255,319,1278,Baixa,False,R-02-06-198,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000180,Elétrica Aliquam,Elétrica,UN,6.45,1.402,FORN-00021,372.69,56.06,29,1625,1793,4652,Baixa,False,Y-29-01-090,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000181,Elétrica Non,Elétrica,M,1.53,1.333,FORN-00035,321.55,67.29,34,2287,2489,4507,Baixa,False,L-04-02-093,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000182,Elétrica Exercitationem,Elétrica,RL,38.84,0.374,FORN-00009,346.93,12.25,25,306,343,698,Baixa,False,S-04-02-078,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000183,EPI Laboriosam,EPI,PR,24.74,0.707,FORN-00033,88.37,16.57,34,563,613,1275,Baixa,True,O-01-04-100,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000184,Hidráulica Adipisci,Hidráulica,M,26.9,0.355,FORN-00005,155.77,8.72,20,174,200,636,Alta,False,V-16-05-034,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000185,Ferramentas Odit,Ferramentas,UN,25.31,1.129,FORN-00028,102.99,1.86,25,46,52,120,Média,False,I-28-08-115,2026-06-07,2026-06-07 00:00:00,False,1,C
SKU-000185,Ferramentas Odit,Ferramentas,UN,25.31,1.129,FORN-00028,101.2,1.86,25,46,52,120,Média,False,I-28-08-115,2026-06-07,9999-12-31 00:00:00,True,2,C
SKU-000186,Construção Velit,Construção,M3,2.25,1.061,FORN-00037,149.15,40.06,26,1041,1161,2963,Média,True,G-07-07-197,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000187,Hidráulica Maiores,Hidráulica,UN,26.44,1.972,FORN-00010,138.06,37.79,9,340,453,2191,Média,False,M-07-06-130,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000188,Pintura Assumenda,Pintura,GL,45.08,1.613,FORN-00027,634.62,1.36,9,12,16,88,Alta,True,I-20-06-081,2026-06-07,2026-06-07 00:00:00,False,1,C
SKU-000188,Pintura Assumenda,Pintura,GL,45.08,1.613,FORN-00027,623.32,1.36,9,12,16,88,Alta,True,I-20-06-081,2026-06-07,9999-12-31 00:00:00,True,2,C
SKU-000189,Fixação Sint,Fixação,MIL,24.99,1.787,FORN-00019,25.0,379.32,17,6448,7586,26172,Baixa,False,L-05-01-109,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000190,Ferramentas Perspiciatis,Ferramentas,CJ,16.41,0.389,FORN-00002,277.17,1.27,16,20,24,94,Média,False,I-20-08-035,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000191,Construção Commodi,Construção,M3,30.18,0.638,FORN-00008,149.38,15.45,29,448,494,957,Alta,True,H-14-02-088,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000192,Construção Impedit,Construção,SC,12.47,0.679,FORN-00036,230.16,25.99,16,415,493,1298,Baixa,True,I-17-06-115,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000193,EPI Quidem,EPI,PR,9.47,0.855,FORN-00036,70.79,26.87,17,456,537,2041,Média,True,S-21-03-187,2026-06-07,2026-06-07 00:00:00,False,1,B
SKU-000193,EPI Quidem,EPI,PR,9.47,0.855,FORN-00036,70.27,26.87,17,456,537,2041,Média,True,S-21-03-187,2026-06-07,9999-12-31 00:00:00,True,2,B
SKU-000194,EPI Animi,EPI,CX,9.81,1.323,FORN-00017,24.49,27.94,22,614,698,2038,Alta,True,R-16-05-111,2026-06-07,9999-12-31 00:00:00,True,1,C
SKU-000195,Hidráulica Quasi,Hidráulica,CX,15.32,0.843,FORN-00031,131.37,38.12,28,1067,1181,2782,Média,False,T-16-03-086,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000196,Elétrica Quod,Elétrica,M,4.73,1.247,FORN-00031,282.84,42.52,25,1063,1190,2593,Alta,False,O-21-06-098,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000197,Construção Nobis,Construção,M3,19.96,1.347,FORN-00049,102.48,37.55,19,713,826,2102,Média,True,R-03-08-050,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000198,Ferramentas Sequi,Ferramentas,UN,13.34,0.658,FORN-00044,1353.23,1.94,10,19,25,81,Baixa,False,S-28-02-169,2026-06-07,9999-12-31 00:00:00,True,1,B
SKU-000199,Hidráulica Dolorem,Hidráulica,UN,3.22,0.511,FORN-00023,137.86,34.42,21,722,826,2511,Baixa,False,Q-30-02-184,2026-06-07,9999-12-31 00:00:00,True,1,A
SKU-000200,Hidráulica Asperiores,Hidráulica,UN,18.66,1.89,FORN-00040,243.15,16.8,15,252,302,1041,Baixa,False,L-22-07-040,2026-06-07,9999-12-31 00:00:00,True,1,A
