id_transacao,data_hora,sku,deposito,lote_id,tipo_movimentacao,motivo_movimentacao,quantidade,custo_unitario_mov,valor_total_mov,saldo_apos_movimento
ae6da2a5-17af-4d23-931b-e3350e9c6de9,2026-03-22 14:31:23.643018,SKU-000115,DEP-001,LOT-04B2AD7D,Saída,Consumo,56,79.37,4444.72,2090
2e36cc58-3d48-45e7-8135-3e1e873068e1,2026-03-22 14:31:23.643018,SKU-000116,DEP-001,LOT-A77EEF1C,Saída,Consumo,331,1.67,552.77,11392
aa3cc86d-f8fd-4596-bfda-db6c17889247,2026-03-22 14:31:23.643018,SKU-000117,DEP-001,LOT-B9C2E915,Saída,Consumo,1,110.46,110.46,104
e6b9373b-0fb7-4fbd-b8d3-8d8a95d50899,2026-03-22 14:31:23.643018,SKU-000118,DEP-001,LOT-5C1642D6,Saída,Consumo,32,85.58,2738.56,1408
cbbe3e3c-947c-4336-a09d-fb14a3102113,2026-03-22 14:31:23.643018,SKU-000119,DEP-001,LOT-CD49721F,Saída,Consumo,1,545.85,545.85,69
05bb32ef-1619-43d9-a442-74fc373d192f,2026-03-22 14:31:23.643018,SKU-000120,DEP-001,LOT-073EA00F,Saída,Consumo,132,21.38,2822.16,5894
f2bb2d95-b034-408d-bde9-627477ee7eca,2026-03-22 14:31:23.643018,SKU-000121,DEP-001,LOT-6A76C659,Saída,Consumo,5,153.24,766.2,228
741c055c-e5af-4c6a-a93a-3dd8cc6af0de,2026-03-22 14:31:23.643018,SKU-000122,DEP-001,LOT-23F63B9D,Saída,Consumo,170,48.99,8328.3,7026
3568c024-5f57-442f-92ef-6b010cde2bfe,2026-03-22 14:31:23.643018,SKU-000123,DEP-001,LOT-EB24A0D9,Saída,Consumo,25,13.48,337.0,828
f395e1c2-87a7-4774-8439-01a79e925854,2026-03-22 14:31:23.643018,SKU-000124,DEP-001,LOT-CFFAF0A2,Saída,Consumo,14,169.72,2376.08,924
45f3db13-98af-4fae-8a0c-7664fc87939c,2026-03-22 14:31:23.643018,SKU-000126,DEP-001,LOT-87C7DF48,Saída,Consumo,31,255.92,7933.52,1092
555e8152-b7eb-42e3-8bef-8e4e8ffabdb1,2026-03-22 14:31:23.643018,SKU-000127,DEP-001,LOT-123C4174,Saída,Consumo,27,208.51,5629.77,1365
02e4008e-a97f-4c35-b3f5-cc5ba2acfee4,2026-03-22 14:31:23.643018,SKU-000128,DEP-001,LOT-D666CD8E,Saída,Consumo,54,160.25,8653.5,2676
ca097dfd-6bcc-40dd-b0b3-69c69969100b,2026-03-22 14:31:23.643018,SKU-000129,DEP-001,LOT-D51DA853,Saída,Consumo,268,28.96,7761.28,11172
c2cd453e-ebf5-42fb-b8ec-5a4eb5db4cb7,2026-03-22 14:31:23.643018,SKU-000130,DEP-001,LOT-CD827BAC,Saída,Consumo,16,280.4,4486.4,788
9e00da9d-e7bd-4152-adf1-cd411a7484e2,2026-03-22 14:31:23.643018,SKU-000131,DEP-001,LOT-1763FEAD,Saída,Consumo,4,558.52,2234.08,303
f4549bab-ddd2-4f88-a0b0-03bd30f933ce,2026-03-22 14:31:23.643018,SKU-000132,DEP-001,LOT-78D22608,Saída,Consumo,23,411.89,9473.47,817
500b7539-cc9b-42c6-acf7-2acc07cf162f,2026-03-22 14:31:23.643018,SKU-000133,DEP-001,LOT-EE785264,Saída,Consumo,7,699.5,4896.5,450
e457e6c0-0161-46e2-aa60-efe335bab382,2026-03-22 14:31:23.643018,SKU-000134,DEP-001,LOT-53433A3F,Saída,Consumo,1,30.95,30.95,359
07738d5a-09f5-407d-8b58-39a94ffa9238,2026-03-22 14:31:23.643018,SKU-000134,DEP-001,LOT-D7AB1FCE,Saída,Consumo,7,30.95,216.65,359
3aeaa134-d1d8-4c2a-b0d6-bdef5b918176,2026-03-22 14:31:23.643018,SKU-000135,DEP-001,LOT-5E9E5E07,Saída,Consumo,6,340.9,2045.4,163
ca60c369-211f-4fcc-8015-ac66dcb346cb,2026-03-22 14:31:23.643018,SKU-000136,DEP-001,LOT-1DF9C58F,Saída,Consumo,18,82.64,1487.52,629
695377fb-9be9-42d3-b258-3fe78399ae60,2026-03-22 14:31:23.643018,SKU-000137,DEP-001,LOT-6B7FA1E1,Saída,Consumo,262,43.42,11376.04,18782
9c7ee98a-a9a8-457c-9f03-511c4161f8cc,2026-03-22 14:31:23.643018,SKU-000138,DEP-001,LOT-56E703EA,Saída,Consumo,14,190.89,2672.46,865
5e42d1a2-c308-4cdc-9b41-3227e17c9f8a,2026-03-22 14:31:23.643018,SKU-000140,DEP-001,LOT-1532E5B6,Saída,Consumo,154,11.88,1829.52,5277
281a47ea-5a31-4001-b710-5616ce1a45c1,2026-03-22 14:31:23.643018,SKU-000141,DEP-001,LOT-D30DB1EC,Saída,Consumo,24,101.09,2426.16,1126
ae8e3c74-98cb-412d-b9fa-5779300ae5e9,2026-03-22 14:31:23.643018,SKU-000142,DEP-001,LOT-4B6F0484,Saída,Consumo,5,194.08,970.4,253
d0597a25-a7df-4057-8e53-95dd3663e951,2026-03-22 14:31:23.643018,SKU-000143,DEP-001,LOT-3C95B2BF,Saída,Consumo,17,57.33,974.61,564
c4a2c03f-1423-4bed-892d-ddaf1feb3b02,2026-03-22 14:31:23.643018,SKU-000144,DEP-001,LOT-363D1892,Saída,Consumo,32,39.18,1253.76,1628
2322cbfb-accf-4ec3-b12d-4a54dd816cbd,2026-03-22 14:31:23.643018,SKU-000145,DEP-001,LOT-B4D4D17F,Saída,Consumo,53,107.75,5710.75,1328
756e0cd4-0465-47ed-a5d1-afccd91eed44,2026-03-22 14:31:23.643018,SKU-000146,DEP-001,LOT-60BF90F6,Saída,Consumo,21,92.84,1949.64,837
9ef4b517-c8a7-47ca-9e37-7313ee65c974,2026-03-22 14:31:23.643018,SKU-000147,DEP-001,LOT-57B8C0A7,Saída,Consumo,1,869.93,869.93,56
488e92b0-bf86-4096-b2cc-937f79576c9a,2026-03-22 14:31:23.643018,SKU-000148,DEP-001,LOT-C257BD95,Saída,Consumo,318,23.53,7482.54,13351
0706e8db-7474-4298-8738-92cb1f5e338a,2026-03-22 14:31:23.643018,SKU-000149,DEP-001,LOT-6698DDA5,Saída,Consumo,31,48.87,1514.97,1578
484b2fe8-67fe-40d1-a052-1c3a39ec9ba7,2026-03-22 14:31:23.643018,SKU-000150,DEP-001,LOT-F8FEF5CB,Saída,Consumo,68,204.52,13907.36,2880
fc0fd6f1-03f6-42b9-aa59-cb34dd33c05c,2026-03-22 14:31:23.643018,SKU-000151,DEP-001,LOT-DF498F23,Saída,Consumo,15,431.68,6475.2,1145
7baa77a5-0937-4143-8dd6-3e6abe7395ef,2026-03-22 14:31:23.643018,SKU-000151,DEP-001,LOT-69F3EEB6,Saída,Consumo,8,431.68,3453.44,1145
b3e6d293-25f6-478a-a89f-363097f3743e,2026-03-22 14:31:23.643018,SKU-000152,DEP-001,LOT-64153814,Saída,Consumo,67,450.38,30175.46,3037
008928fc-dbeb-4346-812e-0b2c69d1087c,2026-03-22 14:31:23.643018,SKU-000153,DEP-001,LOT-7DD31C92,Saída,Consumo,1,914.31,914.31,56
9902f9ae-c41e-4529-be26-ec0ca7de2695,2026-03-22 14:31:23.643018,SKU-000154,DEP-001,LOT-D09CEE51,Saída,Consumo,44,86.04,3785.76,2061
83522abc-89ce-4f33-8f67-fb3340a1c33b,2026-03-22 14:31:23.643018,SKU-000155,DEP-001,LOT-1F9B2587,Saída,Consumo,290,21.6,6264.0,21123
af8e358d-6fd2-40ae-8fda-c93c865b1a8c,2026-03-22 14:31:23.643018,SKU-000156,DEP-001,LOT-BCC13321,Saída,Consumo,10,96.09,960.9,471
cbd34af9-4899-4dc0-8106-cacbe686cda1,2026-03-22 14:31:23.643018,SKU-000157,DEP-001,LOT-00EFCB59,Saída,Consumo,12,358.53,4302.36,522
78db5e7e-f186-4d51-a3dd-cdfcdf237d88,2026-03-22 14:31:23.643018,SKU-000158,DEP-001,LOT-1EA08D67,Saída,Consumo,13,89.6,1164.8,911
a8afda51-c616-4c18-9a4c-b22655f24038,2026-03-22 14:31:23.643018,SKU-000159,DEP-001,LOT-B7ADE306,Saída,Consumo,33,58.3,1923.9,1635
3a99e81c-6709-4edb-9cdd-5abdcc2598bb,2026-03-22 14:31:23.643018,SKU-000160,DEP-001,LOT-862B9DFF,Saída,Consumo,60,254.49,15269.4,1708
61b45034-b010-47bd-97d0-0a53effc0127,2026-03-22 14:31:23.643018,SKU-000161,DEP-001,LOT-BF2A4EF6,Saída,Consumo,229,7.51,1719.79,8827
06a5122f-7608-455b-b27e-d9b6d743ccf4,2026-03-22 14:31:23.643018,SKU-000162,DEP-001,LOT-B645368A,Saída,Consumo,7,84.25,589.75,252
0df4cfc3-bfba-4977-adbc-927fe27f5828,2026-03-22 14:31:23.643018,SKU-000163,DEP-001,LOT-A7D5973D,Saída,Consumo,8,148.88,1191.04,597
73b84be3-6aa3-45c4-ad96-ad780c7da655,2026-03-22 14:31:23.643018,SKU-000164,DEP-001,LOT-44D13917,Saída,Consumo,402,38.39,15432.78,18326
df386717-6ce2-40ed-8618-2510c232720d,2026-03-22 14:31:23.643018,SKU-000165,DEP-001,LOT-AD384DBF,Saída,Consumo,10,224.87,2248.7,529
38112391-ec6a-487f-91f4-bb738a56aca8,2026-03-22 14:31:23.643018,SKU-000166,DEP-001,LOT-D9D7945D,Saída,Consumo,14,14.86,208.04,818
ade85c73-3e9d-40c8-b04e-81da113c213c,2026-03-22 14:31:23.643018,SKU-000167,DEP-001,LOT-076F1B24,Saída,Consumo,15,210.18,3152.7,767
fa581165-c43a-4363-8fd8-7499041880b8,2026-03-22 14:31:23.643018,SKU-000168,DEP-001,LOT-5FDF7BBE,Saída,Consumo,60,214.89,12893.4,2554
386a735c-e2dc-4997-9848-2f12cc9aee8c,2026-03-22 14:31:23.643018,SKU-000169,DEP-001,LOT-13ED5EFB,Saída,Consumo,1,2750.47,2750.47,64
a661b622-93f3-47c4-b58f-aff70036c743,2026-03-22 14:31:23.643018,SKU-000170,DEP-001,LOT-CF269E39,Saída,Consumo,20,119.27,2385.4,855
966f4e70-d82a-47b2-8ef3-25bbcb513c5f,2026-03-22 14:31:23.643018,SKU-000171,DEP-001,LOT-70CC5FCF,Saída,Consumo,282,43.5,12267.0,17724
706d16ad-f878-4e3c-880a-05ac090b62c5,2026-03-22 14:31:23.643018,SKU-000172,DEP-001,LOT-DD0E4C56,Saída,Consumo,20,34.81,696.2,687
3c36d9d5-baf3-431a-afc7-5d1dbeb320b0,2026-03-22 14:31:23.643018,SKU-000173,DEP-001,LOT-00B24C74,Saída,Consumo,29,58.69,1702.01,1267
e6bd56cb-a131-40e9-a54f-f96125045bde,2026-03-22 14:31:23.643018,SKU-000174,DEP-001,LOT-77FB18D1,Saída,Consumo,108,438.32,47338.56,2606
5d3bc7e6-b853-4762-8630-a4084972bf9b,2026-03-22 14:31:23.643018,SKU-000175,DEP-001,LOT-034A638A,Saída,Consumo,350,41.2,14420.0,8490
5d706b07-6dec-414a-bba0-8e3293244117,2026-03-22 14:31:23.643018,SKU-000176,DEP-001,LOT-FBF95600,Saída,Consumo,39,145.23,5663.97,1463
6be9b988-a633-4e8d-94e8-ff0601f93924,2026-03-22 14:31:23.643018,SKU-000177,DEP-001,LOT-F3D89C88,Saída,Consumo,34,90.98,3093.32,1655
0ca59732-0184-45ef-8e4d-617ba088797d,2026-03-22 14:31:23.643018,SKU-000178,DEP-001,LOT-56A92A39,Saída,Consumo,11,174.29,1917.19,468
c0d726f9-fada-418b-8c16-59ce7f8ac30a,2026-03-22 14:31:23.643018,SKU-000179,DEP-001,LOT-D854BE74,Saída,Consumo,24,26.03,624.72,981
70908804-2d6b-4c29-ba8e-9de79e3cedbf,2026-03-22 14:31:23.643018,SKU-000180,DEP-001,LOT-2B77282A,Saída,Consumo,6,372.69,2236.14,3120
6f573d05-f455-4bdf-8a9f-7ca9be4440dc,2026-03-22 14:31:23.643018,SKU-000180,DEP-001,LOT-DE4637A2,Saída,Consumo,55,372.69,20497.95,3120
3515ad45-1576-4868-84ef-237c2493fde8,2026-03-22 14:31:23.643018,SKU-000181,DEP-001,LOT-242E8FEC,Saída,Consumo,87,321.55,27974.85,2691
d471b872-c50e-4db8-8158-ecbb14181af5,2026-03-22 14:31:23.643018,SKU-000182,DEP-001,LOT-CA6C2441,Saída,Consumo,15,346.93,5203.95,433
4c33883e-172e-428c-86a3-5ebed37d2876,2026-03-22 14:31:23.643018,SKU-000183,DEP-001,LOT-FD15B74A,Saída,Consumo,12,88.37,1060.44,869
f7bf3450-533f-4ee7-a5a1-f6aee20ddc3c,2026-03-22 14:31:23.643018,SKU-000184,DEP-001,LOT-40DB8237,Saída,Consumo,8,155.77,1246.16,426
759c227e-086a-48ae-83eb-44a79457cbe6,2026-03-22 14:31:23.643018,SKU-000185,DEP-001,LOT-E9D1946A,Saída,Consumo,2,101.2,202.4,79
383a758f-00ce-4c5b-b683-d90318d9271d,2026-03-22 14:31:23.643018,SKU-000186,DEP-001,LOT-2B1F51AD,Saída,Consumo,30,149.15,4474.5,2402
02215e6f-3a7e-4499-9ed1-a3d9a1ead052,2026-03-22 14:31:23.643018,SKU-000186,DEP-001,LOT-9CC8411D,Saída,Consumo,12,149.15,1789.8,2402
fccca6d3-87b4-4678-877b-d8c9525f364f,2026-03-22 14:31:23.643018,SKU-000187,DEP-001,LOT-A2C8541F,Saída,Consumo,36,138.06,4970.16,1295
7e101802-da9f-4cf6-a615-759cc3643ac6,2026-03-22 14:31:23.643018,SKU-000188,DEP-001,LOT-68F619C7,Saída,Consumo,1,623.32,623.32,66
3c117d36-1aa5-4100-a1d9-7ed492d33d17,2026-03-22 14:31:23.643018,SKU-000189,DEP-001,LOT-A1A26F3B,Saída,Consumo,475,25.0,11875.0,18845
e1c26e37-08c5-4032-91c4-8ac0021310a9,2026-03-22 14:31:23.643018,SKU-000190,DEP-001,LOT-456FDBD6,Saída,Consumo,1,277.17,277.17,83
bbd7f63f-2ebc-437e-b9bb-f757051dc932,2026-03-22 14:31:23.643018,SKU-000191,DEP-001,LOT-DE587200,Saída,Consumo,18,149.38,2688.84,651
636a4060-6207-4144-92ef-995f285f234a,2026-03-22 14:31:23.643018,SKU-000192,DEP-001,LOT-29F66B1E,Saída,Consumo,27,230.16,6214.32,914
a006309d-944b-40e6-a3dc-3c0c2642ad24,2026-03-22 14:31:23.643018,SKU-000193,DEP-001,LOT-80801A20,Saída,Consumo,22,70.27,1545.94,1360
ebe05adf-55b9-4940-9b7f-4a60e0d4d1cf,2026-03-22 14:31:23.643018,SKU-000194,DEP-001,LOT-4FE8A92A,Saída,Consumo,34,24.49,832.66,1482
b9975b43-fccb-4756-8ae1-6e3093ddef6e,2026-03-22 14:31:23.643018,SKU-000195,DEP-001,LOT-533E8F99,Saída,Consumo,29,131.37,3809.73,1986
a26a615a-8c15-458a-b583-409400791891,2026-03-22 14:31:23.643018,SKU-000196,DEP-001,LOT-C8132DA1,Saída,Consumo,41,282.84,11596.44,1769
2a701f05-842f-47e5-8647-415a3b0e8f5a,2026-03-22 14:31:23.643018,SKU-000197,DEP-001,LOT-B640B71F,Saída,Consumo,43,102.48,4406.64,1554
2257cb0b-f0e1-4a4d-9084-db90ef5ccdcd,2026-03-22 14:31:23.643018,SKU-000198,DEP-001,LOT-9AE26092,Saída,Consumo,1,1353.23,1353.23,58
0bc81d8e-f54b-4aa4-aba8-77d729bd5d67,2026-03-22 14:31:23.643018,SKU-000199,DEP-001,LOT-324F2438,Saída,Consumo,34,137.86,4687.24,1709
70f324ae-84de-456d-bcc5-8c8e4027c1c6,2026-03-22 14:31:23.643018,SKU-000200,DEP-001,LOT-859DEFD2,Saída,Consumo,12,243.15,2917.8,690
1e991fb8-5698-449f-a2d7-5b08dba99b6e,2026-03-23 14:31:23.643018,SKU-000001,DEP-001,LOT-35CD1C02,Saída,Consumo,17,433.38,7367.46,990
8e9ca6d6-e1b1-4b1d-8150-1d80d98120f1,2026-03-23 14:31:23.643018,SKU-000002,DEP-001,LOT-247410B8,Saída,Consumo,15,47.45,711.75,1363
cc632e53-f4cd-48f4-ac77-b936377a26fb,2026-03-23 14:31:23.643018,SKU-000003,DEP-001,LOT-BD4C95D3,Saída,Consumo,12,86.54,1038.48,539
82f952c8-5742-4e62-b434-be121faf0418,2026-03-23 14:31:23.643018,SKU-000004,DEP-001,LOT-1B251D46,Saída,Consumo,8,100.37,802.96,451
6c752040-db79-44f7-8ff1-5b4dbd7c8d11,2026-03-23 14:31:23.643018,SKU-000005,DEP-001,LOT-0CFD2C85,Saída,Consumo,340,7.32,2488.8,20539
bb026009-fc52-4d19-9c80-a9034e47d6d5,2026-03-23 14:31:23.643018,SKU-000006,DEP-001,LOT-BA4900ED,Saída,Consumo,9,728.67,6558.03,445
34649a5f-291a-42c3-b6a3-1e3308e788f2,2026-03-23 14:31:23.643018,SKU-000007,DEP-001,LOT-53AE8974,Saída,Consumo,366,23.34,8542.44,15468
ec87b4f1-5564-4719-82b9-cc6fe162caf6,2026-03-23 14:31:23.643018,SKU-000008,DEP-001,LOT-D0476909,Saída,Consumo,420,17.68,7425.6,20369
0aead0fb-2f1c-490d-9320-08288608cf3b,2026-03-23 14:31:23.643018,SKU-000011,DEP-001,LOT-FE792A04,Saída,Consumo,36,118.06,4250.16,1627
b12cc66c-451a-4613-a5fe-7e0aacf4f601,2026-03-23 14:31:23.643018,SKU-000012,DEP-001,LOT-761F65BC,Saída,Consumo,2,194.58,389.16,95
db815097-403e-4667-bcd0-f0e41e6c4ff4,2026-03-23 14:31:23.643018,SKU-000013,DEP-001,LOT-A67FE128,Saída,Consumo,16,225.06,3600.96,1732
d79f4fc9-ae4f-42b6-ae67-6a20898b32ed,2026-03-23 14:31:23.643018,SKU-000013,DEP-001,LOT-3A1870FC,Saída,Consumo,18,225.06,4051.08,1732
29c027cc-d03a-464a-a170-7e7cff3a8e0a,2026-03-23 14:31:23.643018,SKU-000014,DEP-001,LOT-8F748AD5,Saída,Consumo,14,67.48,944.72,844
e89fd7fa-bd80-47fa-b266-bc5b7c6d82c0,2026-03-23 14:31:23.643018,SKU-000015,DEP-001,LOT-29234068,Saída,Consumo,21,109.37,2296.77,906
0997d696-ce99-4baf-92ae-76c8adc234f0,2026-03-23 14:31:23.643018,SKU-000016,DEP-001,LOT-A9594244,Saída,Consumo,1,1581.89,1581.89,76
18b1ef1b-33cf-45af-bd06-206277326034,2026-03-23 14:31:23.643018,SKU-000017,DEP-001,LOT-0A27C757,Saída,Consumo,36,6.76,243.36,2001
57c47b2a-b040-4dd4-9a74-4fb288c8529b,2026-03-23 14:31:23.643018,SKU-000017,DEP-001,LOT-1466A007,Saída,Consumo,47,6.76,317.72,2001
60cdd70a-e1ae-4dfb-9ab3-d95f86cd1102,2026-03-23 14:31:23.643018,SKU-000019,DEP-001,LOT-FDCF18F6,Saída,Consumo,83,48.88,4057.04,2917
174c575b-b970-488f-9172-3e2cd2120ac5,2026-03-23 14:31:23.643018,SKU-000020,DEP-001,LOT-F4CF1B1D,Saída,Consumo,10,517.7,5177.0,469
4d747b33-fa64-4aa8-858d-6a64631201ca,2026-03-23 14:31:23.643018,SKU-000021,DEP-001,LOT-77130170,Saída,Consumo,1,2135.66,2135.66,65
87774a7b-d384-4aed-8c23-1ff0d34c48bd,2026-03-23 14:31:23.643018,SKU-000022,DEP-001,LOT-85D6E86F,Saída,Consumo,21,93.1,1955.1,1208
92d09a7c-ae67-41c8-ab7d-fe80beb6522a,2026-03-23 14:31:23.643018,SKU-000023,DEP-001,LOT-2EF3E5E5,Saída,Consumo,2,716.21,1432.42,142
f920ed04-1462-46fc-9538-9e169e499960,2026-03-23 14:31:23.643018,SKU-000024,DEP-001,LOT-33B6DB42,Saída,Consumo,1,344.24,344.24,83
70a0aa52-2710-409e-81df-7e94441413e8,2026-03-23 14:31:23.643018,SKU-000025,DEP-001,LOT-DA135A48,Saída,Consumo,4,577.32,2309.28,103
c12f0119-a0f2-4776-aeb2-8cb492874c9d,2026-03-23 14:31:23.643018,SKU-000026,DEP-001,LOT-23693DFD,Saída,Consumo,44,258.36,11367.84,1646
2ac09c1c-a0c5-4379-8d52-9bd25fe9d3d6,2026-03-23 14:31:23.643018,SKU-000027,DEP-001,LOT-0C85A21C,Saída,Consumo,76,479.81,36465.56,2306
06b88281-f081-4ce0-bf38-70709b7312d4,2026-03-23 14:31:23.643018,SKU-000028,DEP-001,LOT-1EF0E003,Saída,Consumo,18,247.66,4457.88,1066
d4ced2c4-6521-41f6-adc3-1e6bc27bf25f,2026-03-23 14:31:23.643018,SKU-000029,DEP-001,LOT-A5FB6F93,Saída,Consumo,12,30.91,370.92,508
db4a47b2-7894-4b79-ae6e-0d1ad3088033,2026-03-23 14:31:23.643018,SKU-000030,DEP-001,LOT-49E63371,Saída,Consumo,1,2995.01,2995.01,46
4af6e1ce-9274-43f4-bd0d-90f377368f96,2026-03-23 14:31:23.643018,SKU-000031,DEP-001,LOT-BADB0D6E,Saída,Consumo,1,1056.09,1056.09,98
9ae180fa-3d21-4c74-b815-c5b385d7434d,2026-03-23 14:31:23.643018,SKU-000032,DEP-001,LOT-5F3F457C,Saída,Consumo,86,63.91,5496.26,2888
4e1cff7f-7019-4c07-8335-841653d0a516,2026-03-23 14:31:23.643018,SKU-000033,DEP-001,LOT-291D8986,Saída,Consumo,11,189.25,2081.75,480
2e93c31d-a357-4b4c-bdd9-94dcd2d1a57f,2026-03-23 14:31:23.643018,SKU-000034,DEP-001,LOT-3482128F,Saída,Consumo,28,233.59,6540.52,981
59864259-aaeb-4a00-aac1-e4908f416fa4,2026-03-23 14:31:23.643018,SKU-000035,DEP-001,LOT-5D1098B7,Saída,Consumo,346,26.24,9079.04,16759
384ec141-f1dc-42dd-8969-b9c6bf458384,2026-03-23 14:31:23.643018,SKU-000036,DEP-001,LOT-B67B21F1,Saída,Consumo,22,26.7,587.4,1452
38f57f3e-3003-410a-9f7b-066db4e84b63,2026-03-23 14:31:23.643018,SKU-000037,DEP-001,LOT-B1B7F0E2,Saída,Consumo,22,120.15,2643.3,957
fc71395a-8540-4fb9-92f0-cce5cc74a7b1,2026-03-23 14:31:23.643018,SKU-000038,DEP-001,LOT-03BEE746,Saída,Consumo,1,1996.34,1996.34,58
6b16bb61-de03-4a9e-8d1d-89cfed3a7e4e,2026-03-23 14:31:23.643018,SKU-000039,DEP-001,LOT-062963A1,Saída,Consumo,1,1338.77,1338.77,42
7e18c771-52bc-4a17-9509-401142188066,2026-03-23 14:31:23.643018,SKU-000040,DEP-001,LOT-D48E1B2A,Saída,Consumo,20,111.06,2221.2,722
dd551ff7-3b29-43ad-949d-a4e31456ff69,2026-03-23 14:31:23.643018,SKU-000041,DEP-001,LOT-C511A7A6,Saída,Consumo,136,22.42,3049.12,5826
4307ee23-5f93-4dde-9299-70d1ffedd42b,2026-03-23 14:31:23.643018,SKU-000042,DEP-001,LOT-72990147,Saída,Consumo,53,196.86,10433.58,856
cb2d8033-119f-4871-aca1-57256329c374,2026-03-23 14:31:23.643018,SKU-000043,DEP-001,LOT-C7447853,Saída,Consumo,109,457.57,49875.13,3150
8d08ac70-0065-4820-869a-ee310cc98ecf,2026-03-23 14:31:23.643018,SKU-000044,DEP-001,LOT-925CF298,Saída,Consumo,12,85.75,1029.0,665
6d563a7c-a3e5-4315-8176-b24d0f385594,2026-03-23 14:31:23.643018,SKU-000045,DEP-001,LOT-A40731C9,Saída,Consumo,145,45.49,6596.05,8225
f02fb13f-3782-46de-ae05-d38fe191bd83,2026-03-23 14:31:23.643018,SKU-000046,DEP-001,LOT-231CCA70,Saída,Consumo,10,448.99,4489.9,237
350cb75d-244a-4cbe-a8c0-78cf112b6518,2026-03-23 14:31:23.643018,SKU-000047,DEP-001,LOT-FF5C653B,Saída,Consumo,32,211.02,6752.64,1263
2daf45d9-14d2-4909-af09-d2b1d47da302,2026-03-23 14:31:23.643018,SKU-000048,DEP-001,LOT-3B91ABE7,Saída,Consumo,18,206.18,3711.24,819
2dd9f03c-2622-451f-a10f-c4e94659a3b0,2026-03-23 14:31:23.643018,SKU-000049,DEP-001,LOT-D51F08A2,Saída,Consumo,21,177.83,3734.43,1073
8ca4344c-f5b8-4f52-b71c-9ff64e2a17c6,2026-03-23 14:31:23.643018,SKU-000050,DEP-001,LOT-30A4411B,Saída,Consumo,52,480.78,25000.56,2441
195c50a9-3070-48c7-90fa-70437297d000,2026-03-23 14:31:23.643018,SKU-000051,DEP-001,LOT-7CA839E3,Saída,Consumo,17,56.57,961.69,1188
11af2efd-d0a7-49cb-aa2d-824cfed08e49,2026-03-23 14:31:23.643018,SKU-000053,DEP-001,LOT-30B68CD7,Saída,Consumo,41,176.87,7251.67,1710
410f44a7-f031-45c9-9cf2-9267930eba12,2026-03-23 14:31:23.643018,SKU-000054,DEP-001,LOT-C4A909BA,Saída,Consumo,110,224.96,24745.6,4414
be1bdf2f-405a-4ada-8ade-d51509dbd6a6,2026-03-23 14:31:23.643018,SKU-000055,DEP-001,LOT-5A0619B8,Saída,Consumo,23,165.93,3816.39,1928
bd46b557-d83c-43e0-88f2-64cf9e6ff7e9,2026-03-23 14:31:23.643018,SKU-000056,DEP-001,LOT-89932B6F,Saída,Consumo,33,203.1,6702.3,1489
e1dc8c71-3a3a-41e1-84aa-d54a1c805482,2026-03-23 14:31:23.643018,SKU-000057,DEP-001,LOT-3739AB21,Saída,Consumo,59,2.13,125.67,2725
af7c0199-e355-4d0e-88ae-434ceacd79f1,2026-03-23 14:31:23.643018,SKU-000058,DEP-001,LOT-AAD56AD2,Saída,Consumo,37,176.74,6539.38,1510
b1f9b1d4-9774-4872-b64f-d2f06dbd6f36,2026-03-23 14:31:23.643018,SKU-000059,DEP-001,LOT-CB18094D,Saída,Consumo,87,228.14,19848.18,4614
27bfdcad-ea14-4c9f-a997-2049f7a38799,2026-03-23 14:31:23.643018,SKU-000060,DEP-001,LOT-E6F5303F,Saída,Consumo,24,33.02,792.48,784
b0b202e5-426f-4ad3-8630-f23ff66036c5,2026-03-23 14:31:23.643018,SKU-000061,DEP-001,LOT-3A3847BA,Saída,Consumo,33,439.73,14511.09,1037
62c1d8d4-2db4-4689-aa0b-fad60536925d,2026-03-23 14:31:23.643018,SKU-000062,DEP-001,LOT-CAD31633,Saída,Consumo,23,113.61,2613.03,1329
12c8d283-88e8-468d-b98b-82dd5d5bd7a9,2026-03-23 14:31:23.643018,SKU-000063,DEP-001,LOT-0B498EB4,Saída,Consumo,29,138.86,4026.94,997
32b5c822-bf87-4cb1-b100-6fc604cc1ccc,2026-03-23 14:31:23.643018,SKU-000064,DEP-001,LOT-42D2E308,Saída,Consumo,44,288.18,12679.92,2792
de7d0a3d-2686-4872-afa0-9a1cc5049de3,2026-03-23 14:31:23.643018,SKU-000065,DEP-001,LOT-64DEE79B,Saída,Consumo,10,152.72,1527.2,431
b9be7c61-ce96-4561-88bf-f07f1be0c02c,2026-03-23 14:31:23.643018,SKU-000066,DEP-001,LOT-64F17E2C,Saída,Consumo,20,244.2,4884.0,638
705c5e2f-eca8-49d3-9c83-72c42fd21e39,2026-03-23 14:31:23.643018,SKU-000067,DEP-001,LOT-FD3693F2,Saída,Consumo,387,24.39,9438.93,14216
cffd5a31-d1ce-4d49-b165-ad6485c0b9e9,2026-03-23 14:31:23.643018,SKU-000068,DEP-001,LOT-D01CDDBF,Saída,Consumo,456,37.41,17058.96,18385
eba6be53-4265-4090-97c1-ffa04999d022,2026-03-23 14:31:23.643018,SKU-000069,DEP-001,LOT-F656C93C,Saída,Consumo,24,113.71,2729.04,1156
